areaSqm,longitude,latitude,propertyType,rent
12,5.080326,52.113765,Room,338
43,4.276306,52.10774,Apartment,975
65,4.314432,52.073974,Apartment,791
22,4.578782,51.964991,Room,650
10,4.268802,52.059628,Room,445
100,6.121044,52.462932,Apartment,975
20,5.961723,52.214228,Studio,420
32,5.006752,51.564053,Studio,995
34,5.006752,51.564053,Studio,995
140,4.503396,52.111887,Apartment,1895
163,5.370867,51.73438,Apartment,1695
14,4.316662,51.976488,Room,249
70,4.7004,51.711001,Apartment,100
20,5.945766,51.572322,Room,250
25,4.859655,52.362343,Studio,1750
8,5.858373,51.834911,Room,295
43,6.103481,52.518498,Apartment,800
45,6.562676,53.236381,Apartment,820
70,5.308524,51.694056,Apartment,1175
32,6.556978,53.217602,Studio,825
32,6.557118,53.217311,Studio,825
27,6.644977,53.072831,Studio,575
50,6.554111,53.21881,Apartment,1300
13,6.550829,53.211558,Room,367
100,5.798485,53.201394,Apartment,935
16,5.344312,51.697919,Room,470
20,5.097175,51.56534,Room,555
78,5.070737,51.626279,Apartment,710
60,5.457385,51.422358,Apartment,795
160,4.88674,52.373132,Apartment,4200
90,4.859256,52.371769,Apartment,1995
41,5.433929,51.43875,Apartment,665
12,5.407847,51.415521,Room,405
89,5.445476,51.444504,Apartment,1200
17,5.717583,50.850925,Room,302
20,4.333802,52.077681,Room,750
50,4.89036,52.355939,Apartment,1200
18,5.318805,52.399614,Room,450
20,4.658538,52.41795,Room,450
22,6.92487,52.220617,Room,450
20,4.613814,52.392006,Room,500
45,4.638231,52.374733,Apartment,1000
10,4.459035,51.909494,Room,500
14,4.355366,51.999797,Room,425
12,4.859605,52.347633,Room,750
65,4.867288,52.27654,Apartment,1525
22,5.638401,52.0393,Room,345
15,5.096558,52.102863,Room,450
20,4.276081,52.069204,Room,425
17,5.476374,51.438554,Room,500
32,6.558847,53.224797,Studio,473
16,4.925054,52.353402,Room,830
55,5.13573,52.100386,Apartment,1200
27,5.251203,52.298231,Room,525
12,4.500611,52.15549,Room,260
7,4.328131,52.064929,Room,325
13,4.835448,52.353695,Room,700
12,4.860247,52.373174,Room,675
12,5.880899,52.953984,Room,350
131,4.475418,51.936873,Apartment,2100
22,5.055137,51.530907,Room,430
13,4.833004,52.284774,Room,560
11,4.340407,52.01219,Room,550
12,4.3225,52.057158,Room,300
22,6.907778,52.189312,Room,350
8,4.997578,52.299774,Room,600
16,4.891737,52.384282,Room,810
12,4.435907,52.242329,Room,400
12,6.883298,52.76306,Room,400
50,5.290356,51.644291,Studio,782
11,4.878887,52.332359,Room,650
22,4.938689,52.396822,Room,650
7,4.453187,51.917254,Room,395
12,4.866734,52.370279,Room,560
30,5.140592,52.097419,Room,520
18,6.577198,53.216843,Room,350
28,6.54521,53.214122,Apartment,675
10,5.725578,50.822584,Room,295
22,6.229356,52.077723,Room,495
57,5.140173,52.065033,Apartment,1295
20,4.926385,52.337782,Room,100
12,4.308496,52.065471,Room,485
17,4.882072,52.372982,Room,600
12,5.252293,52.379475,Room,700
20,5.079366,52.099195,Room,675
14,4.96725,52.320087,Room,575
17,5.485873,51.436336,Studio,610
8,4.889584,52.355354,Room,500
32,5.661334,51.963523,Room,450
24,5.344223,52.035643,Room,340
48,4.596189,52.28478,Room,650
35,5.095524,52.093786,Studio,1100
110,4.482733,51.923627,Room,950
59,6.565914,53.206514,Apartment,900
13,4.930143,52.398284,Room,625
15,4.411154,51.91762,Room,500
11,6.546961,53.235038,Room,250
20,4.889468,52.358227,Room,900
18,4.894921,52.089007,Room,425
18,6.550144,53.213649,Room,389
60,4.873275,52.377279,Apartment,1600
15,5.086805,52.077795,Room,750
65,6.570971,53.216412,Apartment,850
18,6.575544,53.231411,Room,415
7,4.324609,52.093289,Room,315
18,4.332155,52.014168,Room,300
20,4.939771,52.359569,Room,650
10,5.128569,52.092591,Room,550
50,5.190273,51.580319,Room,1100
12,4.44365,51.910156,Room,580
50,6.114959,51.993942,Anti-squat,255
70,6.007352,50.775723,Anti-squat,400
21,6.580293,53.200245,Room,370
21,4.877174,52.376259,Room,790
20,4.88392,52.384889,Studio,900
10,4.897262,52.352354,Room,750
102,4.50452,51.893475,Apartment,1500
20,6.189676,52.696242,Room,335
12,4.491926,52.158492,Room,340
9,4.297964,52.067043,Room,400
18,5.458644,51.439069,Room,393
8,4.802827,52.359391,Room,525
65,5.889245,51.987543,Apartment,900
14,4.487546,51.871387,Room,300
48,6.916723,52.19362,Apartment,550
16,4.490815,51.924047,Room,590
7,4.660486,52.481719,Room,550
80,4.306159,52.063579,Apartment,1100
16,4.974334,52.324581,Room,450
28,4.359741,52.012507,Room,480
104,6.227735,52.265999,Apartment,1095
12,4.829459,52.366766,Room,490
9,6.796109,52.275525,Room,450
16,4.338972,51.987753,Room,400
9,6.569178,53.228216,Room,295
12,4.60162,51.940026,Apartment,400
75,4.981449,52.293322,Apartment,750
80,6.109637,52.51112,Apartment,550
14,5.240188,52.36685,Room,460
20,4.457623,51.93021,Room,500
9,6.92487,52.220617,Room,375
75,5.144652,52.107502,Apartment,1100
22,4.309942,52.073432,Room,419
55,4.636374,52.373505,Apartment,1275
21,6.586041,53.197018,Room,315
15,5.672297,52.042082,Room,365
18,4.352954,51.99601,Room,355
14,4.976743,52.325793,Room,600
22,4.897262,52.352354,Room,1100
14,4.82816,52.37318,Room,625
22,4.850398,52.439649,Room,550
6,4.797317,51.608246,Room,270
60,5.707436,50.84387,Apartment,975
11,4.929163,52.397655,Room,510
12,4.977306,52.324583,Room,550
65,5.857537,51.848016,Apartment,875
55,5.857537,51.848016,Apartment,850
16,4.802589,52.379296,Room,595
16,4.360231,52.006026,Room,340
20,5.693688,50.839433,Room,450
14,4.777684,51.588011,Room,450
30,6.547423,53.222967,Apartment,525
65,4.868189,52.277696,Apartment,1475
18,4.975972,52.298348,Room,600
35,6.886326,52.214339,Apartment,492
75,4.978778,52.29454,Apartment,1600
11,5.099967,52.070298,Room,475
10,4.592372,51.935218,Room,500
17,5.857426,51.829155,Room,475
30,4.942982,52.390744,Studio,995
60,4.495439,51.893246,Apartment,1000
27,6.094712,52.505311,Room,490
15,4.491337,51.922293,Room,695
14,4.814214,52.377653,Room,700
50,4.949494,52.317265,Apartment,1500
65,4.816387,52.243654,Apartment,1300
10,5.921075,51.980117,Room,254
130,4.149466,51.841818,Apartment,2250
65,4.123404,51.837604,Apartment,995
70,5.157299,52.216773,Apartment,1150
50,5.191897,52.217289,Apartment,995
14,5.095887,51.573127,Room,335
16,5.079925,51.568639,Room,375
15,5.079925,51.568639,Room,360
100,5.903233,51.96806,Apartment,945
75,5.921516,51.982333,Apartment,945
12,5.491405,51.433179,Room,400
65,4.601564,52.492733,Apartment,950
22,4.88713,52.355552,Room,730
40,4.873949,52.385012,Apartment,1300
28,4.88713,52.355552,Room,900
18,6.524271,53.231531,Room,315
25,6.561786,53.230841,Studio,450
30,4.466126,51.931828,Room,630
45,5.572166,51.508095,Room,500
18,4.821994,52.283125,Room,450
20,5.833465,51.810583,Room,500
80,5.666922,51.888803,Anti-squat,243
16,4.635319,52.377266,Room,495
10,5.560224,52.029427,Room,300
60,6.902059,52.214719,Studio,1000
21,6.574263,53.221174,Room,350
50,5.077646,51.569696,Apartment,635
31,5.077947,51.565285,Room,390
27,5.086263,51.575178,Room,325
16,5.321348,52.035621,Room,625
105,4.859337,52.298917,Apartment,2100
90,4.452699,51.917459,Apartment,1395
16,5.083607,51.574377,Room,475
16,5.083607,51.574377,Room,475
12,5.083607,51.574377,Room,350
32,5.078494,51.569841,Studio,649
20,6.513164,53.216729,Room,450
120,5.311808,51.682848,Apartment,1495
147,5.71899,52.560951,Apartment,100
13,4.817532,52.446036,Room,520
15,5.869278,50.999344,Room,340
16,5.869278,50.999344,Room,360
14,4.852559,52.367722,Room,550
16,5.869278,50.999344,Room,360
16,6.567711,53.234103,Room,450
8,5.206607,52.379531,Room,450
18,4.869445,52.329972,Room,800
120,5.099967,52.070298,Apartment,1415
50,5.512307,51.761932,Apartment,840
25,5.319596,51.692613,Room,420
50,4.876684,52.391958,Apartment,1500
10,4.855796,52.372003,Room,700
13,4.333427,52.010047,Room,400
16,4.483518,52.16285,Room,635
15,4.888355,52.382738,Room,850
65,4.492536,51.922628,Apartment,1250
14,5.367715,52.160274,Room,395
15,6.187559,52.25626,Room,340
12,4.370232,52.086946,Room,650
14,6.565906,53.207558,Room,365
35,4.89659,51.804816,Anti-squat,254
12,4.821994,52.283125,Room,425
69,4.445301,51.919808,Apartment,1250
45,5.434769,51.479508,Apartment,1000
20,4.459177,51.913484,Room,400
35,4.809917,52.467348,Room,750
25,4.833004,52.284774,Room,750
40,4.87014,52.2908,Apartment,900
10,4.851333,52.381915,Room,750
65,5.118618,52.095138,Apartment,1250
65,5.116334,52.093948,Apartment,700
80,4.28,52.106053,Apartment,1200
62,6.435367,53.140863,Apartment,710
22,4.289342,52.111378,Room,465
65,5.118618,52.095138,Apartment,1250
35,4.857987,52.378794,Apartment,875
9,4.805672,52.446135,Room,600
9,4.788519,52.350144,Room,750
15,4.969297,52.340268,Room,800
70,4.96259,52.329893,Apartment,1550
51,5.090383,51.558246,Apartment,710
30,5.087412,51.592384,Room,650
180,4.903617,52.364723,Apartment,4500
50,5.467554,51.453339,Apartment,950
10,4.969297,52.340268,Room,600
10,4.969297,52.340268,Room,600
39,5.095734,52.102469,Apartment,950
11,5.25413,52.384775,Room,375
30,5.966527,52.200023,Studio,525
35,4.408944,52.202172,Apartment,500
50,4.486028,52.1623,Apartment,1200
18,4.470089,51.891733,Room,425
22,4.500558,51.889433,Room,500
40,5.483512,51.42184,Room,650
16,5.865617,50.995497,Room,315
15,4.362841,52.03772,Room,450
12,4.810437,52.34589,Room,540
18,5.367699,52.201761,Room,485
20,4.939771,52.359569,Room,650
17,5.493681,51.477364,Room,450
12,6.713644,51.983817,Room,445
10,4.488212,52.143949,Room,350
10,6.53641,53.233465,Room,350
50,4.452776,51.92023,Room,750
18,4.980799,52.300442,Room,500
12,4.821994,52.283125,Room,425
38,6.555424,53.21529,Apartment,850
11,4.49613,52.161769,Room,600
57,4.896236,52.343634,Apartment,1200
13,5.08068,52.652107,Room,400
70,4.879472,52.37458,Apartment,2250
14,5.284874,52.405848,Room,325
20,4.460806,51.537293,Room,445
45,4.782396,52.643344,Studio,1000
11,4.496739,52.161297,Room,300
15,5.058072,52.02607,Room,500
15,5.094761,51.890615,Room,500
55,6.574786,53.217896,Apartment,1125
20,4.75411,52.38249,Studio,550
24,4.462858,51.921021,Room,615
15,4.265045,52.034216,Room,525
9,5.139776,52.094107,Room,405
12,4.298799,52.081859,Room,490
10,4.333802,52.077681,Room,700
18,5.12304,52.102376,Studio,460
9,5.074394,51.557679,Room,340
17,5.810123,53.202219,Room,350
12,4.816214,52.249327,Room,445
14,6.916416,52.22411,Room,263
12,4.940943,52.370945,Room,560
10,5.476783,51.440671,Room,295
45,5.917344,51.987132,Apartment,600
20,4.346063,52.082425,Room,590
12,4.944744,52.339178,Room,495
20,6.560043,53.22905,Room,335
18,6.87271,52.219688,Room,245
20,5.450715,51.445634,Studio,525
7,4.473235,51.922733,Room,600
20,4.363419,52.011303,Room,580
16,5.240517,52.109762,Room,530
16,4.896501,52.339942,Room,650
20,4.382287,52.003056,Room,330
50,4.921488,52.36896,Apartment,1000
11,4.492853,51.930259,Room,530
50,4.921488,52.36896,Apartment,1000
39,5.116909,52.094769,Apartment,600
20,6.079629,52.507739,Room,500
22,5.795278,53.196912,Studio,670
11,4.799101,51.589869,Room,365
47,4.641285,52.394527,Apartment,975
16,4.992399,52.292046,Room,550
12,4.947507,52.325652,Room,425
11,5.787314,53.213993,Room,365
16,4.819193,52.440961,Room,800
26,6.558564,53.216208,Room,445
40,4.785248,52.34921,Apartment,1350
20,4.485409,51.889952,Room,575
14,5.075789,51.980014,Room,350
20,4.485409,51.889952,Room,500
17,4.408305,51.914303,Room,495
36,4.544009,52.07776,Room,400
15,5.990396,52.196926,Room,450
20,5.116471,52.090049,Room,600
18,6.649571,52.356984,Room,118
50,5.077646,51.569696,Apartment,635
25,4.261755,52.04005,Apartment,650
24,6.894667,52.221643,Room,260
25,4.470089,51.891733,Room,550
16,4.967153,52.295792,Room,500
22,6.571061,53.221934,Room,443
20,5.813651,51.827377,Room,600
50,4.834865,52.383854,Apartment,1450
10,5.964186,51.985372,Room,285
65,4.135439,51.840511,Apartment,950
45,5.17066,52.225793,Apartment,995
13,4.352818,51.998744,Room,480
50,5.196004,52.224151,Apartment,1000
14,4.883628,52.370329,Room,870
80,5.469402,51.450709,Apartment,1695
85,5.469402,51.450709,Apartment,1695
94,5.446895,51.362895,Apartment,1150
16,6.573588,53.212366,Room,422
20,6.573588,53.212366,Room,470
130,5.837491,51.836521,Apartment,1500
25,5.378173,52.173327,Apartment,575
17,5.36616,52.157351,Room,400
24,5.36616,52.157351,Room,415
24,4.368071,52.087967,Room,500
34,4.503415,51.88952,Room,550
14,5.857058,51.849698,Room,500
16,5.421273,52.19778,Room,500
15,4.468931,51.929645,Room,570
21,4.485409,51.889952,Room,500
41,5.450694,51.441611,Studio,1071
22,4.505328,51.921123,Room,1021
41,5.450694,51.441611,Studio,1055
16,4.283713,52.066129,Room,400
34,4.600849,51.936684,Studio,912
28,4.600849,51.936684,Studio,864
11,5.913362,51.990596,Room,295
30,4.810424,51.573734,Room,429
52,4.898724,52.406534,Apartment,1450
18,4.504177,51.896963,Room,550
12,4.839547,52.354464,Room,200
70,4.478835,51.937409,Apartment,975
36,5.519822,51.448168,Studio,810
10,4.919871,51.585593,Room,480
120,6.872902,52.192765,Apartment,1100
14,6.559964,53.007393,Room,500
85,6.929894,52.314651,Apartment,720
12,6.644297,53.210822,Room,300
19,5.798346,53.206531,Room,349
28,6.047571,52.240363,Room,550
44,4.963605,52.374108,Apartment,1200
20,5.476647,51.430216,Room,495
60,6.896975,52.220674,Apartment,575
60,4.848603,52.379664,Apartment,1400
65,4.478622,51.916117,Apartment,1150
12,5.386721,52.15355,Room,395
26,4.550518,51.881661,Room,495
10,4.883698,52.413907,Room,435
50,5.085797,52.094276,Apartment,1300
80,5.425839,51.624001,Apartment,1095
73,5.287605,51.68813,Apartment,995
215,5.470525,51.740426,Apartment,1395
78,5.868418,51.841727,Apartment,1095
506,6.18786,52.696597,Apartment,100
45,5.284695,51.644183,Room,250
16,5.303607,51.730263,Room,250
28,6.567825,53.19912,Room,500
63,5.357681,51.726426,Apartment,1000
120,5.386526,51.686246,Apartment,1250
87,5.282441,51.872084,Apartment,1150
120,4.825841,52.38273,Apartment,1600
50,4.847893,52.372946,Apartment,1550
57,4.893713,52.34998,Apartment,1650
50,4.890754,52.351918,Apartment,1350
27,5.659827,51.479195,Studio,750
140,4.887116,52.357973,Apartment,2900
45,4.889466,52.352167,Apartment,1480
16,5.882053,51.835845,Room,350
12,4.346681,51.988453,Studio,568
8,4.865626,52.347242,Room,595
22,5.125384,52.080241,Room,465
10,4.861158,52.37669,Room,800
13,4.3725,51.991359,Room,595
18,4.481835,51.911859,Room,550
30,4.312531,52.099844,Room,600
20,4.489589,51.901258,Room,599
50,5.113092,52.10367,Apartment,990
90,4.654564,52.377654,Apartment,100
50,4.481525,51.899915,Studio,650
80,4.625805,52.380814,Apartment,1500
59,4.660486,52.481719,Apartment,1150
16,4.978165,52.361881,Room,580
30,4.373059,51.997126,Room,390
20,6.560509,53.224075,Room,430
24,6.874328,52.214986,Room,350
15,4.867058,52.314654,Room,750
16,5.664932,52.043085,Room,365
8,5.675724,51.976352,Room,260
12,5.563108,51.490156,Room,500
19,4.805178,52.348193,Room,425
55,6.553465,53.2262,Apartment,825
17,4.467619,51.935944,Room,390
70,4.821323,52.436442,Apartment,1500
19,4.556695,52.244211,Room,600
28,4.88838,52.348053,Studio,775
12,6.56616,53.214706,Room,450
14,5.859322,50.993523,Studio,275
20,4.441989,51.914635,Room,600
15,5.20445,52.364781,Room,550
18,6.582886,53.209886,Room,380
7,4.821656,52.381188,Room,475
18,5.859403,51.837103,Room,330
79,4.90643,52.360677,Apartment,1500
17,5.467366,51.474653,Room,450
10,4.320512,52.074376,Room,400
25,5.061748,52.086035,Studio,900
10,5.03866,51.575823,Room,350
20,6.567825,53.19912,Room,480
36,6.567825,53.19912,Room,480
25,6.570465,53.232043,Room,485
15,6.56519,53.215208,Room,310
12,5.209496,52.345085,Room,325
15,4.966551,52.325125,Room,650
16,6.849624,52.251177,Room,340
20,4.482957,51.925052,Room,900
90,4.505411,51.881157,Apartment,1200
11,5.799916,53.203163,Room,275
22,5.47367,51.473193,Studio,650
21,5.816603,51.858557,Room,450
70,4.858548,52.369998,Apartment,2000
13,5.848173,51.833777,Room,310
16,6.558285,53.224318,Room,395
7,6.887249,52.233056,Room,265
8,6.564627,53.20672,Room,265
20,4.954924,52.315833,Room,184
11,4.537772,51.938125,Room,500
15,6.587129,53.222301,Room,350
10,4.966551,52.325125,Room,525
20,4.966551,52.325125,Room,695
30,4.372832,51.996089,Studio,750
40,5.109618,52.102781,Apartment,700
18,4.843493,52.36371,Room,695
40,6.628524,53.238602,Apartment,575
9,6.563637,53.221249,Room,50
17,4.791725,52.346049,Room,650
85,4.344655,52.084962,Apartment,1600
16,5.922118,52.959795,Room,406
25,4.978822,52.313936,Room,650
15,4.60162,51.940026,Room,400
24,4.287693,52.111373,Room,500
30,4.920258,52.33904,Studio,1100
120,4.968721,52.293943,Apartment,1500
12,5.465124,51.445081,Room,300
74,5.099724,52.090662,Apartment,1300
38,6.567825,53.19912,Room,625
51,5.824297,51.834994,Apartment,750
14,4.814279,52.377909,Room,850
13,6.864184,52.220972,Room,320
15,6.188207,52.255374,Room,550
13,4.441604,51.917274,Room,375
10,5.079252,51.554962,Room,325
68,4.227217,52.062671,Apartment,950
82,4.351569,52.093712,Apartment,875
59,4.927703,52.360069,Apartment,1675
12,5.950858,51.984324,Room,340
10,4.480657,52.148505,Room,500
25,4.871629,52.33373,Room,800
17,4.352954,51.99601,Room,376
13,4.925962,52.343045,Room,750
12,4.925962,52.343045,Room,800
24,5.918205,52.55621,Room,385
28,5.918205,52.55621,Room,375
11,6.578489,53.22284,Room,300
8,4.462985,51.88956,Room,375
15,4.922594,52.408644,Room,550
9,4.49187,51.919907,Room,275
15,6.580814,53.219694,Room,440
72,4.666146,51.812649,Apartment,1095
12,4.49187,51.919907,Room,500
22,4.408793,51.920194,Room,450
16,5.171229,52.219612,Room,360
16,4.477918,51.892455,Room,500
20,5.697974,51.25102,Room,300
37,6.10354,52.522666,Apartment,624
95,6.002373,51.17663,Anti-squat,243
8,4.873824,52.308861,Room,335
78,6.424201,52.519591,Apartment,798
99,6.642427,52.577754,Apartment,800
81,6.424201,52.519591,Apartment,850
18,4.597251,52.454342,Room,550
16,5.858373,51.834911,Room,350
14,6.926745,52.222325,Room,390
20,5.731015,52.517386,Room,500
50,4.514343,51.8961,Apartment,750
15,4.803208,52.362451,Room,500
10,5.46178,51.472144,Room,319
65,4.413919,51.915784,Apartment,900
85,6.117537,52.511913,Apartment,900
217,6.233291,52.521458,Apartment,1200
300,6.06978,52.438199,Apartment,5000
50,4.772086,52.663304,Apartment,810
46,3.577403,51.442259,Apartment,719
26,5.071233,51.559827,Apartment,619
100,5.315836,51.710014,Apartment,1295
25,4.852346,52.204385,Room,575
75,5.089569,52.115259,Apartment,1050
108,5.441593,51.805489,Apartment,1400
51,5.089341,51.549555,Apartment,892
122,4.962544,52.337624,Apartment,2300
75,4.891449,52.369215,Apartment,1850
70,4.881007,52.361015,Apartment,1750
150,4.88005,52.394424,Apartment,3000
50,5.498727,51.439653,Apartment,1200
85,5.697827,50.848791,Apartment,1060
25,5.673741,50.850719,Apartment,455
55,6.574786,53.217896,Apartment,1095
9,4.76403,52.64708,Room,325
16,4.301277,52.056366,Room,400
22,5.26464,52.372082,Room,450
55,4.29372,52.073059,Studio,785
99,4.788508,52.350167,Apartment,1800
9,4.358624,51.992586,Room,450
18,4.342523,52.083112,Room,417
9,5.154332,52.210532,Room,330
10,4.592372,51.935218,Room,500
20,5.184444,52.238475,Room,445
64,4.471991,51.930925,Apartment,998
44,5.882735,51.835682,Apartment,895
20,4.653724,52.415606,Room,500
18,4.665497,51.812506,Room,525
75,4.465054,51.925999,Apartment,1200
12,4.414152,51.916566,Room,475
15,6.561547,53.228131,Room,370
18,6.563637,53.221249,Room,416
29,5.419678,52.497613,Room,400
12,4.810061,52.34438,Room,699
40,4.494771,51.914289,Studio,1250
45,5.284695,51.644183,Anti-squat,250
15,6.526182,53.227072,Room,340
20,4.44795,51.906996,Room,575
23,4.302038,52.074181,Room,360
12,4.891498,52.372126,Room,1100
20,5.857065,51.841232,Room,610
16,4.86419,52.359804,Room,900
10,4.301253,52.054812,Room,350
16,5.088498,51.558402,Room,290
6,5.189917,52.230565,Room,300
18,4.500155,52.157645,Room,460
25,4.802589,52.379296,Room,650
12,5.725704,50.847264,Room,315
46,5.847008,51.847416,Apartment,950
25,4.405315,51.90365,Room,399
28,4.560074,52.250199,Room,450
8,4.497741,51.905169,Room,500
14,4.836705,52.358971,Room,560
7,4.836705,52.358971,Room,530
15,4.271955,52.077501,Room,600
25,5.811191,51.831772,Room,465
30,4.471572,51.918735,Room,400
16,6.572206,53.211165,Room,330
16,5.344312,51.697919,Room,470
22,6.560255,52.992973,Studio,675
16,4.320512,52.074376,Room,450
33,6.560255,52.992973,Apartment,700
40,6.560255,52.992973,Apartment,750
16,5.135468,52.101518,Room,490
14,4.486476,52.155549,Room,320
11,6.579014,53.211471,Room,265
28,5.173763,52.220489,Room,450
15,5.074935,52.047708,Room,500
90,4.419625,51.916878,Apartment,850
18,6.911487,52.222338,Room,235
40,4.917716,52.407719,Studio,1490
32,5.964942,50.927305,Apartment,550
160,5.866291,51.830849,Apartment,1200
50,4.829905,52.437918,Apartment,1000
40,4.848425,52.347286,Room,1300
32,5.207444,52.37724,Studio,785
30,4.280678,52.075488,Studio,490
16,6.570345,53.230835,Room,380
45,4.462399,51.934304,Apartment,850
9,4.799706,52.373798,Room,750
60,4.462446,51.933526,Apartment,900
27,5.953549,52.211446,Apartment,735
30,5.251759,52.363575,Studio,1100
18,5.31611,52.399955,Room,600
15,5.334317,51.732708,Room,495
12,4.873104,52.30103,Room,550
142,4.896096,52.359708,Apartment,3950
12,4.845735,52.553251,Room,375
63,4.257939,51.898132,Apartment,865
55,4.765108,52.628708,Apartment,735
71,4.488262,51.91704,Apartment,1435
68,4.403364,51.914988,Apartment,875
31,4.494173,51.893495,Apartment,595
62,5.387753,52.155962,Apartment,950
84,6.564339,53.23602,Apartment,1195
10,4.922187,52.386378,Room,350
20,4.926385,52.337782,Room,250
26,4.413918,51.914696,Room,580
14,4.948125,52.395059,Room,650
16,5.917064,51.990718,Room,420
24,5.497498,51.440989,Room,570
7,4.850471,52.349045,Room,675
20,5.960354,52.213292,Room,320
14,5.676834,51.978401,Room,400
24,4.799349,52.351664,Room,642
18,4.944347,52.328977,Room,600
46,4.88343,52.381158,Apartment,750
14,6.013262,52.214214,Room,450
15,4.366396,52.005343,Room,320
22,4.578782,51.964991,Room,650
30,4.94468,52.361256,Room,600
12,6.560222,53.216473,Room,420
10,6.083762,52.52377,Room,385
50,4.844922,52.294752,Apartment,1350
80,4.888756,52.375161,Apartment,2500
55,4.852174,52.352018,Apartment,1350
55,5.089346,51.567252,Apartment,1100
22,5.077018,51.546789,Studio,520
40,5.089346,51.567252,Apartment,718
35,5.084295,51.549559,Apartment,775
45,5.084295,51.549559,Apartment,795
44,5.072328,51.552912,Apartment,500
35,5.075135,51.551185,Apartment,714
126,5.501881,51.764151,Apartment,995
80,5.307124,51.725171,Apartment,1095
20,4.883087,51.690935,Room,250
50,4.659047,51.812675,Studio,100
61,4.591063,51.934239,Apartment,100
12,5.564985,51.427456,Room,325
10,6.563,53.206527,Room,260
30,4.476083,51.876382,Room,675
11,4.471237,52.153896,Room,260
22,4.320736,52.058026,Room,1250
16,4.78059,52.351052,Room,625
12,4.498339,51.872675,Room,425
12,4.4937,52.144466,Room,296
22,6.552381,53.237822,Studio,640
7,4.46502,51.934495,Room,480
15,6.547478,53.211657,Room,351
50,6.535294,52.998848,Apartment,710
70,5.842735,51.819461,Apartment,1150
60,5.100054,52.091765,Apartment,1250
17,5.913362,51.990596,Room,370
18,4.420493,51.916804,Room,495
20,4.906622,52.374198,Apartment,800
21,4.298665,52.064421,Studio,780
22,5.081375,52.114341,Room,650
9,5.460728,51.418667,Room,350
10,5.855944,51.832428,Room,450
15,6.559292,53.20383,Room,365
15,6.570465,53.232043,Room,350
11,5.295931,52.395015,Room,500
6,5.063002,51.549145,Room,340
9,4.796029,51.601287,Room,360
14,6.571365,53.22904,Room,375
14,5.09077,51.579738,Room,345
8,4.497741,51.905169,Room,500
13,4.803542,52.382257,Room,500
29,4.376704,52.00043,Studio,560
10,6.568493,53.227318,Room,475
14,6.567889,53.229161,Room,350
11,5.092317,52.095635,Room,580
18,6.791298,52.265146,Room,450
30,4.774768,51.569172,Room,500
25,4.863783,52.343803,Studio,680
20,4.854769,52.351751,Room,750
185,4.935308,52.407216,Apartment,2750
51,4.873275,52.377279,Apartment,1700
23,5.508817,51.439817,Room,540
25,4.94468,52.361256,Room,600
57,4.869182,52.346767,Apartment,1200
17,4.505328,51.921123,Room,857
70,4.976743,52.321692,Apartment,1450
16,4.943476,52.397761,Room,700
12,4.50799,51.926486,Room,440
25,4.946141,52.371958,Room,750
30,4.373031,51.997621,Room,340
31,6.553695,53.212615,Studio,580
80,5.796489,53.187234,Apartment,800
8,6.544097,53.218588,Room,280
16,5.02822,52.316241,Room,550
55,5.487284,51.43408,Apartment,700
15,5.42314,51.424849,Room,500
75,4.87865,52.390088,Apartment,1800
14,4.355366,51.999797,Room,375
24,6.562116,53.219249,Studio,660
16,5.088498,51.558402,Room,290
11,5.913362,51.990596,Room,295
75,6.552287,53.207738,Apartment,750
10,5.553508,51.347463,Room,265
20,4.888809,52.363692,Room,985
12,6.737988,53.16763,Room,300
12,5.100373,52.069515,Room,375
45,5.102852,52.09147,Apartment,850
15,4.858023,52.37187,Room,680
57,4.85076,52.357495,Apartment,1600
17,4.443283,51.915548,Room,550
17,5.812038,53.197778,Room,305
90,6.550708,53.212805,Apartment,1195
14,5.887142,51.8332,Room,385
32,4.353144,52.089784,Apartment,1000
30,4.873515,52.353909,Room,780
90,5.101055,52.069014,Apartment,1500
12,4.712634,52.018954,Room,450
80,6.106796,52.332518,Room,422
19,4.912074,52.355731,Room,1300
14,4.497012,52.161427,Room,350
20,4.75411,52.38249,Studio,650
95,5.077929,51.546442,Room,1260
13,6.555949,53.195879,Room,650
102,6.55751,53.194178,Apartment,789
10,5.855944,51.832428,Room,450
10,4.966551,52.325125,Room,525
20,4.966551,52.325125,Room,695
15,4.966551,52.325125,Room,650
16,4.35803,51.987265,Room,389
35,5.120635,52.088227,Studio,700
46,6.892591,52.241921,Room,550
16,4.888664,52.377328,Room,1000
120,5.099967,52.070298,Apartment,1415
11,4.775241,51.59803,Room,370
15,6.907278,52.225019,Room,345
12,4.35094,51.995767,Room,200
20,4.774448,51.597936,Room,495
35,4.946537,52.326064,Apartment,950
15,4.857291,52.357218,Room,970
10,4.309942,52.073432,Room,500
7,4.803303,52.376955,Room,400
10,5.672997,50.870024,Room,265
15,4.921318,52.374125,Room,500
14,4.799335,52.263126,Room,785
10,5.124416,52.063441,Room,550
14,4.408305,51.914303,Room,475
58,4.413919,51.915784,Apartment,900
19,4.912074,52.355731,Room,1113
73,6.161293,52.268747,Apartment,850
22,4.490963,51.923342,Room,435
22,4.452151,51.917619,Room,475
27,6.564673,53.222746,Room,460
15,5.287559,51.649936,Room,317
8,5.969566,51.996774,Room,230
11,4.878887,52.332359,Room,650
